__UUID4__;1762f1b3-3e5a-40c4-9701-1deeb8dc2f9b
__CREATED-ON__;2022-03-14 17:25:35.930609
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
INFO;2022-03-14 17:25:35.930609;;;SERIAL-PORT;COM13
INFO;2022-03-14 17:25:35.930609;;;PROTOCOL-NAME;_iblrig_tasks_passive_opto_long
INFO;2022-03-14 17:25:35.930609;;;CREATOR-NAME;["guido", "f57f5115-7350-4565-8b05-61d0b690112e", "local"]
INFO;2022-03-14 17:25:35.930609;;;PROJECT-NAME;serotonin_inference
INFO;2022-03-14 17:25:35.930609;;;EXPERIMENT-NAME;_iblrig_tasks
INFO;2022-03-14 17:25:35.930609;;;BOARD-NAME;_iblrig_mainenlab_ephys_0
INFO;2022-03-14 17:25:35.930609;;;SETUP-NAME;passive_opto_long
INFO;2022-03-14 17:25:35.930609;;;BPOD-GUI-VERSION;
INFO;2022-03-14 17:25:35.930609;;;NET-PORT;36000
INFO;2022-03-14 17:25:35.930609;;;SUBJECT-NAME;['_iblrig_test_mouse', '34567c78-a0c5-4116-b808-39c361d47282']
INFO;2022-03-14 17:25:36.353460;;;This is a PYBPOD file. Find more info at http://pybpod.readthedocs.io;
INFO;2022-03-14 17:25:36.353460;;;BPOD-API-VERSION;1.8.2
INFO;2022-03-14 17:25:36.353460;;;SESSION-NAME;20220314-172530
INFO;2022-03-14 17:25:36.353460;;;SESSION-STARTED;2022-03-14 17:25:35.930609
TRIAL;2022-03-14 17:25:37.428598;;;New trial;
EVENT;2022-03-14 17:25:37.438601;0.0001;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.0005;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.001;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.0012000000000000001;;97;Port2Out
EVENT;2022-03-14 17:25:37.438601;0.0013000000000000002;;99;Port3Out
EVENT;2022-03-14 17:25:37.438601;0.0013000000000000002;;101;Port4Out
EVENT;2022-03-14 17:25:37.438601;0.0015;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.002;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.0025;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.003;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.0035;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.004;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.004200000000000001;;98;Port3In
EVENT;2022-03-14 17:25:37.438601;0.004200000000000001;;100;Port4In
EVENT;2022-03-14 17:25:37.438601;0.0043;;96;Port2In
EVENT;2022-03-14 17:25:37.438601;0.0045000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.005;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.0055000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.006;;102;GlobalTimer1_Start
EVENT;2022-03-14 17:25:37.438601;0.006500000000000001;;118;GlobalTimer1_End
EVENT;2022-03-14 17:25:37.438601;0.008700000000000001;;94;Port1In
EVENT;2022-03-14 17:25:37.438601;0.01;;158;Tup
END-TRIAL;2022-03-14 17:25:37.438601;;;The trial ended;
