__UUID4__;7e41a969-b6bd-428d-8f70-990445b85292
__CREATED-ON__;2022-03-15 10:40:46.179385
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
INFO;2022-03-15 10:40:46.179385;;;SERIAL-PORT;COM13
INFO;2022-03-15 10:40:46.179385;;;PROTOCOL-NAME;_iblrig_tasks_passive_opto_long
INFO;2022-03-15 10:40:46.179385;;;CREATOR-NAME;["guido", "f57f5115-7350-4565-8b05-61d0b690112e", "local"]
INFO;2022-03-15 10:40:46.179385;;;PROJECT-NAME;serotonin_inference
INFO;2022-03-15 10:40:46.179385;;;EXPERIMENT-NAME;_iblrig_tasks
INFO;2022-03-15 10:40:46.179385;;;BOARD-NAME;_iblrig_mainenlab_ephys_0
INFO;2022-03-15 10:40:46.179385;;;SETUP-NAME;passive_opto_long
INFO;2022-03-15 10:40:46.179385;;;BPOD-GUI-VERSION;
INFO;2022-03-15 10:40:46.179385;;;NET-PORT;36000
INFO;2022-03-15 10:40:46.179385;;;SUBJECT-NAME;['_iblrig_test_mouse', '34567c78-a0c5-4116-b808-39c361d47282']
INFO;2022-03-15 10:40:46.609569;;;This is a PYBPOD file. Find more info at http://pybpod.readthedocs.io;
INFO;2022-03-15 10:40:46.609569;;;BPOD-API-VERSION;1.8.2
INFO;2022-03-15 10:40:46.609569;;;SESSION-NAME;20220315-104040
INFO;2022-03-15 10:40:46.609569;;;SESSION-STARTED;2022-03-15 10:40:46.169411
TRIAL;2022-03-15 10:40:48.599566;;;New trial;
EVENT;2022-03-15 10:40:48.609560;0.0001;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.001;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0015;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.002;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0024000000000000002;;97;Port2Out
EVENT;2022-03-15 10:40:48.609560;0.0024000000000000002;;99;Port3Out
EVENT;2022-03-15 10:40:48.609560;0.0024000000000000002;;101;Port4Out
EVENT;2022-03-15 10:40:48.609560;0.0025;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.003;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0035;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.004;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0045000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.005;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.0055000000000000005;;96;Port2In
EVENT;2022-03-15 10:40:48.609560;0.0055000000000000005;;98;Port3In
EVENT;2022-03-15 10:40:48.609560;0.0055000000000000005;;100;Port4In
EVENT;2022-03-15 10:40:48.609560;0.0055000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.006;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:48.609560;0.006500000000000001;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:48.609560;0.01;;158;Tup
END-TRIAL;2022-03-15 10:40:48.609560;;;The trial ended;
INFO;2022-03-15 10:40:48.609560;2.318013;2.328015;TRIAL-BPOD-TIME;0.010002000000000066
STATE;2022-03-15 10:40:48.609560;0;0.01;TimerTrig;0.01
TRIAL;2022-03-15 10:40:51.529598;;;New trial;
EVENT;2022-03-15 10:40:51.539596;0.0001;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.001;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0015;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.002;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0025;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.003;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0035;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.004;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0045000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.005;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.0055000000000000005;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.006;;102;GlobalTimer1_Start
EVENT;2022-03-15 10:40:51.539596;0.006500000000000001;;118;GlobalTimer1_End
EVENT;2022-03-15 10:40:51.539596;0.0094;;94;Port1In
EVENT;2022-03-15 10:40:51.539596;0.01;;158;Tup
END-TRIAL;2022-03-15 10:40:51.539596;;;The trial ended;
